Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Loamy,13.26685522,1153.239783,9.222885986,1.117606584,Cereal,Medium,0.704140308
Loamy,13.67056513,663.7002581,7.370101213,4.889750171,Commercial,Low,0.9707755631
Sandy,26.81158449,1167.869553,8.479802776,2.371531137,Fruit/Vegetable,High,0.7006831247
Loamy,18.0170551,1122.356809,7.182144771,1.175937641,Fruit/Vegetable,Medium,0.8904865685
Loamy,33.84969754,420.0649072,8.472083429,3.080871435,Fruit/Vegetable,Medium,0.8265246032
Loamy,33.84664345,1266.899381,6.710221055,1.833530552,Commercial,Low,0.8948030871
Clayey,25.91968963,732.8145636,11.04769474,3.893470396,Commercial,Low,0.9536828773
Loamy,21.3828675,357.5882914,11.04119394,4.403888462,Cereal,Low,0.7066561099
Loamy,12.55559532,1268.036895,6.01182019,3.291911653,Cereal,Medium,0.9420437252
Clayey,16.93075929,1228.619852,11.08844155,2.377573677,Fruit/Vegetable,Low,0.7847848914
Loamy,18.47574764,1333.746604,8.075464085,3.898569614,Commercial,Low,0.9337890306
Clayey,30.95580285,989.4209683,11.55281931,4.661098653,Commercial,Low,0.7659695825
Sandy,14.34415013,781.289825,8.106024511,4.753103042,Cereal,Medium,0.8269797116
Loamy,15.30874543,1277.73323,9.70753996,2.943494249,Cereal,Low,0.8154672749
Sandy,11.94212458,420.9424082,10.9677166,1.139377914,Fruit/Vegetable,Low,0.8188454943
Clayey,18.85284307,1293.801466,10.49793742,2.786493771,Fruit/Vegetable,Low,0.9346536152
Loamy,28.93654184,1254.515976,8.983062542,1.585367183,Cereal,Medium,0.7162172571
Loamy,17.99453661,689.9657009,8.991802016,1.408777499,Fruit/Vegetable,Medium,0.7382738367
Sandy,32.70154638,1191.215152,7.567139219,1.665641788,Cereal,Medium,0.9916571007
Clayey,11.87187188,908.2996284,6.340630485,3.537574196,Fruit/Vegetable,Medium,0.9378796373
Loamy,21.90002201,1213.839488,7.44723305,4.47859103,Cereal,High,0.936487804
Clayey,19.92204424,353.2822625,6.429615047,3.500188251,Commercial,High,0.7504802749
Loamy,24.37911942,718.7002425,9.784580989,1.408944435,Commercial,Medium,0.834880519
Sandy,16.54569363,1283.650419,6.67579553,4.685306235,Fruit/Vegetable,Medium,0.7497001447
Loamy,17.19813308,1353.54338,10.92663966,3.192618152,Fruit/Vegetable,Low,0.8399692688
Sandy,28.02782672,1294.159344,11.22007167,3.807897175,Commercial,Medium,0.9630729077
Clayey,31.79532493,332.1086218,7.571936442,2.266210071,Commercial,Low,0.8382918978
Sandy,22.67761607,456.7596213,6.385169134,2.737631857,Fruit/Vegetable,Medium,0.9108802272
Loamy,32.16096773,409.5882204,11.50134834,4.71537912,Cereal,Low,0.9888362774
Sandy,20.56377488,1120.553052,9.210536076,4.55481713,Fruit/Vegetable,Low,0.714296239
Sandy,29.54758696,852.2571404,11.76002913,1.23058633,Fruit/Vegetable,Low,0.7130868332
Clayey,15.37768093,1144.272112,7.66998312,3.963345842,Cereal,Medium,0.9593601852
Sandy,19.33260333,423.7649764,10.14771075,3.066378514,Commercial,High,0.8075061568
Sandy,18.20504009,958.8916274,7.039453481,4.411313945,Cereal,Medium,0.9164247272
Clayey,19.4813694,1027.180115,9.771827918,4.373396496,Fruit/Vegetable,High,0.9622935785
Sandy,12.34006155,1177.479863,7.26568013,4.126874804,Commercial,Low,0.9344817308
Clayey,33.74595715,1414.282963,11.25227851,3.558331903,Fruit/Vegetable,Low,0.8795652146
Clayey,15.31822678,427.6771763,11.89974865,1.704250375,Commercial,High,0.9684117239
Clayey,29.58986222,1035.796286,7.574604635,2.251081782,Cereal,Low,0.7515255806
Clayey,29.14204198,1493.674112,9.666994719,2.026163175,Fruit/Vegetable,Low,0.8790642857
Sandy,26.04506042,974.032412,6.777208475,3.733427252,Cereal,Medium,0.7170054524
Sandy,11.22242206,951.7186493,8.608439277,4.729641206,Cereal,High,0.854295899
Loamy,20.24135856,1312.316137,10.41770577,4.605580813,Fruit/Vegetable,High,0.9015581582
Sandy,17.93712797,1179.296706,8.717834818,4.60138361,Commercial,Medium,0.7616251616
Sandy,15.14896625,790.104699,8.886270016,2.769907296,Commercial,Low,0.9306227595
Loamy,27.89150394,834.054523,6.834543108,2.606239053,Commercial,High,0.9378073299
Clayey,31.21751777,1485.276725,10.89526502,2.111778455,Commercial,Low,0.9599370887
Sandy,10.80852259,751.2866697,11.10954765,1.307675499,Commercial,Low,0.7310657129
Sandy,26.63295391,1002.635233,10.13958017,3.843685019,Fruit/Vegetable,Low,0.9067954521
Sandy,17.46862375,486.9789204,7.277347586,4.261638158,Commercial,High,0.7449674837
Loamy,14.12611311,869.1670298,7.319170373,2.426492503,Cereal,High,0.9927884318
Clayey,13.47431498,1425.407131,8.134422342,3.29219675,Fruit/Vegetable,High,0.8116243742
Sandy,31.78760606,646.824405,8.129239711,3.126019442,Commercial,Low,0.9094442301
Clayey,13.11980426,1140.93472,10.80626361,1.584674459,Commercial,High,0.9189898289
Loamy,31.99996659,760.8028504,11.37211345,2.693967256,Commercial,Medium,0.930339726
Clayey,31.40532278,1172.230824,10.82061284,1.197608366,Fruit/Vegetable,Low,0.7870968581
Sandy,18.94337758,1396.044942,6.169780467,3.629416547,Cereal,Medium,0.8781607116
Clayey,26.47665009,796.9654877,7.216787202,1.869420416,Fruit/Vegetable,Medium,0.8526290823
Loamy,16.82627067,707.2953647,7.514599637,3.79361983,Commercial,High,0.8881232568
Sandy,34.71402286,1278.812401,10.33203665,3.769185372,Commercial,Medium,0.9126879248
Sandy,28.23802469,1142.393812,9.135708695,3.588807085,Fruit/Vegetable,Low,0.9921096373
Sandy,20.750203,451.1559688,11.52489674,2.533409457,Cereal,Medium,0.9063705874
Clayey,22.63372394,788.9656198,6.21653316,1.753082484,Cereal,High,0.9275743869
Clayey,33.84155799,909.084648,8.169008519,4.481016682,Commercial,High,0.7574664938
Sandy,14.5298603,887.3649007,7.192237488,2.79588274,Fruit/Vegetable,Low,0.8241753991
Clayey,28.62594348,720.7408604,9.171120968,1.496296594,Commercial,Medium,0.8593112181
Sandy,11.17549307,968.0646684,6.669863536,3.837327174,Cereal,Medium,0.7248047717
Sandy,11.96743365,1117.891199,6.358994907,3.281693842,Fruit/Vegetable,High,0.7263233667
Clayey,10.15361081,917.4176747,11.65400548,2.738675863,Fruit/Vegetable,Medium,0.9070237289
Clayey,34.60691686,1384.649289,10.21042819,4.691263511,Commercial,High,0.9371569635
Loamy,21.17034255,1334.547313,11.23041112,2.581478809,Cereal,Low,0.87697499
Clayey,13.73495873,1079.4345,6.995299359,3.339005894,Commercial,Medium,0.9707001439
Loamy,30.99292603,880.2602887,11.47105163,2.953195214,Fruit/Vegetable,Low,0.8215049326
Loamy,30.9106538,1374.999935,9.467066197,2.218593007,Commercial,High,0.8998539774
Loamy,26.28454876,1009.333998,9.626784987,1.112533701,Commercial,Low,0.8272513329
Loamy,34.87625843,585.9750194,10.43419614,1.095055771,Commercial,Medium,0.8488860296
Loamy,12.74803813,1155.123784,10.16361905,4.059811413,Cereal,High,0.9422237938
Sandy,29.56379457,829.5544079,6.767959677,3.459028863,Cereal,High,0.8243828447
Clayey,19.30320789,1416.051075,6.012639198,3.232756297,Commercial,Low,0.8585603964
Loamy,10.52304332,443.5054101,9.45870296,2.38592515,Commercial,Medium,0.9434480753
Clayey,22.50502012,1223.15542,9.752133137,4.988994187,Fruit/Vegetable,High,0.8264678721
Clayey,21.51036131,457.1062194,7.098744648,4.546746701,Commercial,High,0.8393477554
Clayey,31.53585557,1186.856358,9.503833699,3.660814027,Commercial,Low,0.8289439696
Clayey,23.852245,465.6955815,10.07484729,4.528766196,Cereal,Medium,0.8368745501
Loamy,34.06808211,594.0453892,6.749820369,1.580068412,Fruit/Vegetable,Low,0.820569046
Clayey,32.09531438,1262.737006,8.362510652,4.606407822,Fruit/Vegetable,Low,0.8082834516
Sandy,27.72538888,619.6458261,8.677313795,4.719187527,Fruit/Vegetable,High,0.9885243433
Sandy,34.63603681,1323.807114,6.153751407,4.851558574,Cereal,High,0.8524023215
Clayey,31.39712505,606.8279746,8.741847987,1.804054817,Fruit/Vegetable,High,0.8672496383
Loamy,11.81948138,363.0653613,7.100346623,1.59076364,Cereal,Medium,0.9806993859
Clayey,18.1882153,945.6201558,11.92985856,1.118199378,Commercial,Medium,0.7135141233
Loamy,10.13456935,671.3665862,10.46966736,3.506503302,Commercial,Low,0.7940485995
Sandy,10.36187463,542.508448,7.75324758,3.822979981,Fruit/Vegetable,High,0.7355731843
Clayey,17.85625582,1388.416351,7.508301729,4.784441255,Fruit/Vegetable,Medium,0.9761668316
Sandy,15.63275855,1466.694601,10.38731189,3.818539388,Cereal,High,0.8617732471
Loamy,21.2912981,1397.634298,10.0993427,3.23350533,Fruit/Vegetable,Medium,0.8711073939
Loamy,18.27595537,670.953374,8.528080073,1.945922183,Cereal,High,0.8090254799
Clayey,27.9249804,563.391022,10.56064357,4.778623055,Cereal,Medium,0.8524667541
Sandy,25.11793286,1466.680053,11.60898291,3.214226989,Cereal,Medium,0.9385496118
Clayey,12.98604434,609.0585916,6.393007966,3.71809193,Cereal,Medium,0.7963753061
Sandy,22.55567674,1043.652279,10.70851353,3.338340387,Commercial,High,0.9157063391
Sandy,25.24291923,413.6193279,8.015921726,1.337217096,Fruit/Vegetable,High,0.9184762719
Clayey,13.91005651,1097.651699,11.94079615,1.222942109,Cereal,Medium,0.8536999842
Loamy,11.38276837,866.9631986,8.505919582,2.891929024,Fruit/Vegetable,Medium,0.8442976207
Clayey,11.81517041,614.9005694,6.523429197,4.588894928,Commercial,High,0.7006513415
Loamy,31.17978017,534.750376,10.73732847,2.352311711,Commercial,Low,0.9953371939
Sandy,30.82208228,949.4082781,9.81513996,3.933758024,Commercial,Low,0.8509939374
Loamy,28.07011169,508.9723431,7.876636185,1.870960473,Commercial,Medium,0.9604683045
Sandy,17.48387929,701.9940345,7.758165844,1.34975522,Cereal,Medium,0.7581152929
Clayey,33.74777842,930.5592411,7.10976151,4.51011949,Commercial,High,0.9760364769
Clayey,27.58613199,638.7536022,8.856906359,2.267768848,Fruit/Vegetable,High,0.9578505944
Clayey,15.0712301,964.5440782,9.051865836,4.343077864,Cereal,Medium,0.9080283469
Sandy,25.70409168,1133.369734,8.768897595,2.693473177,Commercial,High,0.8978943176
Loamy,26.06036865,1446.161245,8.687096422,1.277672628,Commercial,High,0.9211972228
Loamy,10.25195577,1001.686023,6.980896826,4.06315006,Commercial,Medium,0.8571860744
Sandy,33.35467881,893.5842413,7.947745364,2.82444801,Fruit/Vegetable,High,0.7281068062
Loamy,30.07651652,1074.805288,9.224758068,3.332289448,Fruit/Vegetable,Medium,0.8922821372
Loamy,29.56852411,794.2423882,10.00403918,2.225499531,Fruit/Vegetable,High,0.8195219345
Loamy,32.16538135,306.813285,6.009145752,4.056078329,Fruit/Vegetable,Medium,0.7061642868
Clayey,19.65394069,980.7801053,11.9414563,4.606124197,Cereal,Low,0.8301282653
Sandy,14.75687268,462.9692396,11.1554506,3.614183889,Fruit/Vegetable,High,0.9658789039
Sandy,31.45219155,1278.697101,10.10525648,3.202095139,Fruit/Vegetable,Medium,0.8568415634
Clayey,19.66440294,835.3782428,9.314145955,3.119157762,Fruit/Vegetable,Medium,0.771051969
Loamy,27.52104144,1135.453233,7.967511531,3.438135547,Cereal,High,0.7644011402
Loamy,22.38217918,435.2776668,7.575833584,2.651487043,Fruit/Vegetable,High,0.8187885083
Sandy,31.35191464,1037.47428,11.45935727,3.14793215,Cereal,Low,0.9198978281
Loamy,27.47593834,642.009825,8.180966008,2.525818192,Cereal,Medium,0.975525057
Sandy,14.04729457,649.5207528,7.806470716,4.371763343,Commercial,Low,0.9521979706
Loamy,33.90166581,1183.097527,9.571427898,3.356876076,Commercial,Medium,0.8799683646
Sandy,18.0676169,797.9470784,9.882973154,3.540292194,Fruit/Vegetable,Medium,0.7993247236
Clayey,21.46627636,1114.122708,9.158427949,1.504849374,Commercial,Medium,0.8169456725
Loamy,30.60058727,1386.70094,9.96084973,3.914147799,Fruit/Vegetable,High,0.9182640722
Loamy,30.68315381,860.3340622,7.642267714,2.002957241,Cereal,Medium,0.8104129085
Clayey,26.91573805,1131.53413,7.158123658,4.25682593,Cereal,Medium,0.805514517
Sandy,18.49656147,641.8841186,11.61282384,4.573552128,Fruit/Vegetable,Low,0.941229752
Sandy,27.58595822,418.005151,11.25391335,4.258740712,Cereal,Medium,0.9813083033
Sandy,19.35866414,319.5834776,11.97410861,3.739286528,Commercial,High,0.8802375947
Sandy,31.94306296,1070.320143,8.257089143,3.103476513,Cereal,Medium,0.7767907106
Clayey,23.4193961,1048.166226,6.717413004,3.913241202,Cereal,Low,0.7364427445
Loamy,11.84085354,475.1767095,8.845069685,2.886998502,Fruit/Vegetable,Medium,0.7076930089
Loamy,34.68511195,417.1072418,8.472497537,4.77515361,Commercial,High,0.924398189
Loamy,23.53571978,559.0460781,11.50518238,3.476324381,Commercial,High,0.9497654838
Clayey,25.79894975,368.256327,7.895254042,3.900817642,Cereal,Low,0.8773153908
Loamy,17.00447979,1302.758754,8.233441549,2.125856377,Cereal,Medium,0.9541138159
Sandy,33.55697443,1171.055311,6.790497097,4.347272896,Cereal,Low,0.7680239394
Loamy,12.75649865,1205.5096,8.698574775,1.664157449,Commercial,Low,0.7011532627
Clayey,11.48146419,373.536576,8.963527125,2.106073218,Cereal,Low,0.853192825
Loamy,16.15754971,1355.602283,8.734014272,3.576430934,Fruit/Vegetable,Low,0.7307974372
Loamy,15.82480196,314.5465969,7.536730931,2.895298178,Commercial,High,0.7792636789
Loamy,14.68093562,1171.180478,7.83414449,1.627362403,Fruit/Vegetable,High,0.7990601453
Sandy,13.653036,1320.285091,7.924523889,1.676795702,Cereal,Medium,0.7296142185
Loamy,19.41833824,948.4940904,11.52594937,3.592843188,Fruit/Vegetable,Medium,0.9078906819
Clayey,24.61216914,454.0731012,10.45452867,4.233271605,Cereal,High,0.8804710388
Clayey,26.10979684,1095.363752,11.2611151,4.940514819,Commercial,Medium,0.9377937074
Clayey,11.04159218,989.4499649,10.66823973,1.124418498,Cereal,High,0.7179653251
Sandy,31.26353418,529.4012779,9.870520139,4.760020651,Commercial,Low,0.7590739065
Sandy,14.79484891,435.3027763,11.86863412,3.049633668,Fruit/Vegetable,Medium,0.7907215318
Sandy,26.37196334,311.525933,8.047287812,1.726561229,Commercial,Medium,0.9933149566
Sandy,24.27668651,1034.770403,11.62774329,1.462816602,Fruit/Vegetable,Medium,0.8845880017
Clayey,14.18697147,791.3001804,8.24553591,1.954045416,Fruit/Vegetable,Low,0.7550596824
Sandy,26.17075597,1169.841012,6.00400564,3.701492112,Fruit/Vegetable,Medium,0.7994274998
Sandy,11.73108171,958.2207713,11.68396314,2.171387979,Fruit/Vegetable,Medium,0.9644241104
Loamy,27.69749604,1136.332766,8.818206194,1.881211301,Commercial,Low,0.7743517175
Loamy,19.71755716,589.8301759,8.844635126,4.265605522,Commercial,Medium,0.9040918909
Loamy,17.35373501,1237.181446,9.836184884,2.343273977,Fruit/Vegetable,Medium,0.9146483757
Clayey,22.94572747,1392.67555,11.61936104,4.660786653,Commercial,High,0.8471818543
Loamy,11.5833446,814.2382442,7.143882662,4.386775992,Commercial,High,0.976823176
Loamy,17.31013425,886.7064242,10.81619413,1.038476355,Commercial,High,0.7440155333
Clayey,24.50779808,544.0675022,6.366936098,4.738160775,Fruit/Vegetable,High,0.7494901776
Sandy,16.91325216,665.2312171,7.78991024,3.436269203,Fruit/Vegetable,Low,0.8937465261
Clayey,14.58328058,979.8812546,8.620655236,3.940861847,Cereal,Low,0.9822922717
Loamy,29.98743276,1087.753657,6.663926861,3.398995901,Commercial,Low,0.7205230157
Loamy,31.25157845,422.5315261,8.448482391,3.810066818,Cereal,Medium,0.9862975666
Sandy,11.20289364,886.3792847,8.565866842,1.218802663,Commercial,Medium,0.973495272
Clayey,31.41894534,1169.77161,8.045462737,2.544447512,Cereal,Low,0.9660074922
Clayey,12.73250635,1379.872285,10.26570479,2.559823736,Fruit/Vegetable,High,0.7510244277
Loamy,13.72411172,312.7742247,7.798231005,1.375941779,Fruit/Vegetable,Medium,0.8707509666
Loamy,14.25886742,678.7690042,9.488559799,2.366512245,Cereal,High,0.9283268058
Sandy,33.59186228,319.5588002,11.88500352,2.130969879,Fruit/Vegetable,Medium,0.9563486559
Loamy,27.91829696,1410.457112,6.960600584,4.745738199,Commercial,Low,0.9912843689
Loamy,30.48473829,836.8293175,10.49514885,4.880206489,Cereal,Medium,0.7101679594
Clayey,11.22681011,679.0727483,6.747928029,4.62338577,Commercial,High,0.7172483517
Loamy,11.55752659,1222.863831,8.042310679,2.565951034,Cereal,High,0.7826709508
Sandy,14.98205133,1198.436167,7.974042071,4.088911346,Commercial,Medium,0.8256112413
Clayey,26.96757844,435.970387,9.055847466,4.41888532,Cereal,High,0.7796161163
Loamy,32.28629701,575.6199285,11.31759894,2.228158752,Fruit/Vegetable,Low,0.8897748866
Clayey,21.80600961,651.2478938,8.721312195,1.691096321,Fruit/Vegetable,High,0.810207829
Sandy,34.44003192,398.366642,11.54406384,3.717004533,Commercial,Medium,0.8140872979
Loamy,20.93427454,1321.941321,11.62140434,1.493992104,Cereal,Low,0.9352658058
Loamy,24.98388272,811.3838159,11.13263707,4.962948194,Fruit/Vegetable,Medium,0.9943445958
Loamy,30.66950145,440.6742853,7.517612679,3.155866531,Commercial,Medium,0.8268347936
Loamy,26.15007171,392.5104565,11.6970218,4.488342167,Fruit/Vegetable,Medium,0.8697252883
Loamy,20.83994917,971.1245517,7.799972347,4.888137002,Cereal,High,0.9825641441
Clayey,13.83300632,769.7055256,11.79983711,1.742874671,Commercial,Low,0.7835382797
Sandy,15.29349592,1310.805328,9.307143536,4.809102657,Commercial,High,0.9109503312
Sandy,17.21460411,902.8525712,8.445482068,1.939499092,Fruit/Vegetable,Low,0.7719970621
Clayey,27.81673895,1068.656827,10.40664257,2.668762954,Cereal,Medium,0.7994373707
Loamy,24.81782105,1387.596222,11.04153039,3.743094889,Commercial,High,0.7425837807
Clayey,30.28983808,635.1412718,9.175136609,3.704540396,Fruit/Vegetable,Low,0.8342146743
Loamy,20.86025498,660.900612,6.312699584,4.88871141,Fruit/Vegetable,Low,0.9911877828
Sandy,31.79923186,1493.568513,6.322585681,2.604327041,Commercial,High,0.7471375971
Loamy,30.1473439,1314.035144,9.936032915,4.27724362,Fruit/Vegetable,Medium,0.7152778813
Sandy,29.21265152,666.1711188,8.982194719,1.402909633,Cereal,High,0.8524691349
Clayey,26.75870119,1281.893518,10.20085927,3.203878501,Fruit/Vegetable,Medium,0.7553513953
Loamy,11.77454867,561.428489,7.238936184,2.782151647,Fruit/Vegetable,Low,0.7732463559
Clayey,15.53841961,1304.683212,7.774610431,3.703814169,Cereal,Medium,0.9852423787
Loamy,19.6032978,1280.799436,6.043269815,3.402943501,Cereal,Low,0.804077871
Sandy,21.42277376,1229.517442,9.335725805,2.827973123,Cereal,Low,0.8398366744
Sandy,23.13966053,944.2698782,7.523654287,1.106650711,Cereal,High,0.9037692801
Clayey,21.11843409,1085.440083,8.200756762,4.236171668,Fruit/Vegetable,Medium,0.9754620669
Loamy,29.15888722,924.1465507,6.371047252,3.348479416,Fruit/Vegetable,Low,0.8228033937
Clayey,14.67924673,610.9101443,7.735198361,4.168020315,Fruit/Vegetable,High,0.9945134799
Loamy,28.24326796,1046.49262,10.84915946,4.149429779,Cereal,Low,0.763903906
Loamy,28.96660744,1362.861774,6.980519571,1.603169124,Fruit/Vegetable,Low,0.8771103925
Clayey,29.51954378,1138.62253,11.48818646,4.44995448,Commercial,Medium,0.8677887772
Loamy,23.86008005,926.3290578,11.35562304,4.670885393,Commercial,High,0.8793584264
Clayey,18.54535619,536.4373062,8.757533169,1.867776072,Commercial,High,0.7416160621
Clayey,32.31873028,1376.5068,8.490426273,3.100201653,Cereal,Low,0.8441735388
Loamy,23.03906499,497.8296675,11.6457565,1.563013732,Cereal,Medium,0.9565873467
Clayey,10.46438625,546.1554674,6.145891615,4.639627978,Cereal,Medium,0.7718316272
Clayey,12.17775941,1161.810547,6.034951538,4.728707984,Fruit/Vegetable,Medium,0.9372481149
Sandy,14.8598695,449.1699613,6.047274822,1.626263527,Commercial,High,0.761616857
Clayey,20.0669586,309.27284,6.066245184,1.917760987,Fruit/Vegetable,High,0.8108660056
Sandy,26.06624842,1441.919637,8.695655198,1.025549219,Fruit/Vegetable,Low,0.714363895
Sandy,34.68146381,1175.414741,10.14886623,4.537109669,Commercial,Low,0.7112003948
Loamy,18.69560446,1445.000371,9.514047821,4.663199145,Fruit/Vegetable,Medium,0.7676941185
Clayey,14.83520703,1291.155077,10.78649886,2.310362628,Cereal,Medium,0.7219890366
Loamy,33.24944041,1346.075503,9.261396865,3.858046538,Cereal,Medium,0.8749289434
Sandy,14.14558492,1173.515284,6.15813022,3.570982157,Fruit/Vegetable,Medium,0.9304531319
